,rank,last_week_rank,hmm,title,artist,label,peak_rank,weeks_on_chart,week_of
21572,73,            56,        ,HERE FOR YOU,KYGO FT ELLA HENDERSON,EPIC,18,10,November 13 2015
21573,74,            67,        ,SHOW ME LOVE,SAM FELDT FT KIMBERLY ANNE,POLYDOR,4,18,November 13 2015
21574,75,            92,        ,SAY NADA,SHAKKA FT JME,PITCHED UP,75,2,November 13 2015
21575,76,            70,        ,WATCH ME (WHIP/NAE NAE),SILENTO,CAPITOL,19,17,November 13 2015
21576,77,            64,        ,SEE YOU AGAIN,WIZ KHALIFA FT CHARLIE PUTH,ATLANTIC,1,32,November 13 2015
21577,78,            59,        ,COOL FOR THE SUMMER,DEMI LOVATO,HOLLYWOOD,7,11,November 13 2015
21578,79,            76,        ,HOLD MY HAND,JESS GLYNNE,EAST WEST,1,34,November 13 2015
21579,80,            73,        ,GLITTERBALL,SIGMA FT ELLA HENDERSON,3 BEAT,4,16,November 13 2015
21580,81,            87,        ,SAME OLD LOVE,SELENA GOMEZ,HOLLYWOOD,81,2,November 13 2015
21581,82,            82,        ,NOT LETTING GO,TINIE TEMPAH FT JESS GLYNNE,PARLOPHONE,1,21,November 13 2015
21582,83,            New,        ,END OF THE DAY,ONE DIRECTION,SYCO MUSIC,83,1,November 13 2015
21583,84,            65,        ,TALK TO ME,NICK BREWER FT BIBI BOURELLY,ISLAND,19,7,November 13 2015
21584,85,            62,        ,OMEN,DISCLOSURE FT SAM SMITH,ISLAND,13,16,November 13 2015
21585,86,            83,        ,JUMPMAN,DRAKE & FUTURE,CASH MONEY/REPUBLIC RECORDS,76,7,November 13 2015
21586,87,            77,        ,STOLE THE SHOW,KYGO FT PARSON JAMES,EPIC,24,34,November 13 2015
21587,88,            80,        ,OCEAN DRIVE,DUKE DUMONT,EMI,42,13,November 13 2015
21588,89,            78,        ,RUNAWAY (U & I),GALANTIS,BIG BEAT,4,27,November 13 2015
21589,90,            86,        ,WINGS,BIRDY,14TH FLOOR/ATLANTIC,8,24,November 13 2015
21590,91,            85,        ,HOUSE EVERY WEEKEND,DAVID ZOWIE,POSITIVA,1,22,November 13 2015
21591,92,            New,        ,BIRD SET FREE,SIA,MONKEY PUZZLE,92,1,November 13 2015
21592,93,            84,        ,BODY ON ME,RITA ORA FT CHRIS BROWN,COLUMBIA/ROC NATION,22,14,November 13 2015
21593,94,            97,        ,CHANDELIER,SIA,MONKEY PUZZLE/RCA,6,72,November 13 2015
21594,95,            63,        ,BANG MY HEAD,DAVID GUETTA FT SIA,PARLOPHONE,63,2,November 13 2015
21595,96,            New,        ,FUNNY,CHASE & STATUS FT FRISCO,EMI,96,1,November 13 2015
21596,97,            Re,        ,ALL OF ME,JOHN LEGEND,COLUMBIA,2,91,November 13 2015
21597,98,            94,        ,BLOODSTREAM,ED SHEERAN,ASYLUM,2,45,November 13 2015
21598,99,            95,        ,SUGAR,MAROON 5,INTERSCOPE,7,43,November 13 2015
21599,100,            Re,        ,STAY WITH ME,SAM SMITH,CAPITOL,1,73,November 13 2015
21600,1,            1,        ,HELLO,ADELE,XL RECORDINGS,1,2,November 06 2015
21601,2,            2,        ,SORRY,JUSTIN BIEBER,DEF JAM,2,2,November 06 2015
21602,3,            4,        ,WRITING'S ON THE WALL,SAM SMITH,CAPITOL,1,6,November 06 2015
21603,4,            5,        ,THE HILLS,WEEKND,REPUBLIC RECORDS/XO,3,24,November 06 2015
21604,5,            3,        ,HOTLINE BLING,DRAKE,CASH MONEY/REPUBLIC RECORDS,3,12,November 06 2015
21605,6,            7,        ,WHAT DO YOU MEAN,JUSTIN BIEBER,DEF JAM,1,10,November 06 2015
21606,7,            11,        ,NEVER FORGET YOU,MNEK & ZARA LARSSON,VIRGIN,7,8,November 06 2015
21607,8,            6,        ,TURN THE MUSIC LOUDER (RUMBLE),KDA FT TINIE TEMPAH & KATY B,MINISTRY OF SOUND,1,3,November 06 2015
21608,9,            8,        ,RUNNIN' (LOSE IT ALL),NAUGHTY BOY/BEYONCE/A BENJAMIN,VIRGIN,4,7,November 06 2015
21609,10,            New,        ,FOCUS,ARIANA GRANDE,REPUBLIC RECORDS,10,1,November 06 2015
21610,11,            9,        ,PERFECT,ONE DIRECTION,SYCO MUSIC,2,3,November 06 2015
21611,12,            10,        ,WASN'T EXPECTING THAT,JAMIE LAWSON,GINGERBREAD MAN,6,6,November 06 2015
21612,13,            13,        ,LAY IT ALL ON ME,RUDIMENTAL FT ED SHEERAN,ASYLUM/MAJOR TOM'S,13,6,November 06 2015
21613,14,            16,        ,ON MY MIND,ELLIE GOULDING,POLYDOR,5,7,November 06 2015
21614,15,            12,        ,LOCKED AWAY,R CITY FT ADAM LEVINE,KEMOSABE/RCA,2,10,November 06 2015
21615,16,            15,        ,BE RIGHT THERE,SLEEPY TOM & DIPLO,MAD DECENT,8,4,November 06 2015
21616,17,            17,        ,HOW DEEP IS YOUR LOVE,CALVIN HARRIS & DISCIPLES,COLUMBIA,2,16,November 06 2015
21617,18,            14,        ,DOWNTOWN,MACKLEMORE/LEWIS/NALLY/MEL,MACKLEMORE,11,10,November 06 2015
21618,19,            28,        ,LOVE ME LIKE YOU,LITTLE MIX,SYCO MUSIC,19,6,November 06 2015
21619,20,            21,        ,679,FETTY WAP FT MONTY,300 ENTERTAINMENT,20,17,November 06 2015
21620,21,            19,        ,CAN'T FEEL MY FACE,WEEKND,UNIVERSAL,3,22,November 06 2015
21621,22,            26,        ,SECOND HAND HEART,BEN HAENOW FT KELLY CLARKSON,SYCO MUSIC,21,3,November 06 2015
21622,23,            18,        ,DO IT AGAIN,PIA MIA FT CHRIS BROWN & TYGA,INTERSCOPE,8,13,November 06 2015
21623,24,            20,        ,KISS ME,OLLY MURS,EPIC,16,4,November 06 2015
21624,25,            22,        ,EASY LOVE,SIGALA,MINISTRY OF SOUND,1,10,November 06 2015
21625,26,            24,        ,DON'T BE SO HARD ON YOURSELF,JESS GLYNNE,ATLANTIC,1,13,November 06 2015
21626,27,            23,        ,ALONE NO MORE,PHILIP GEORGE & ANTON POWERS,3 BEAT,4,5,November 06 2015
21627,28,            25,        ,PEANUT BUTTER JELLY,GALANTIS,ATLANTIC,8,16,November 06 2015
21628,29,            New,        ,REALITY,LOST FREQUENCIES/JANIECK DEVY,THE BEARDED MAN,29,1,November 06 2015
21629,30,            29,        ,SHUT UP & DANCE,WALK THE MOON,RCA,4,23,November 06 2015
21630,31,            31,        ,LEAN ON,MAJOR LAZER FT MO & DJ SNAKE,BECAUSE MUSIC,2,36,November 06 2015
21631,32,            30,        ,FIRESTONE,KYGO FT CONRAD SEWELL,EPIC,8,44,November 06 2015
21632,33,            27,        ,MARVIN GAYE,CHARLIE PUTH FT MEGHAN TRAINOR,ATLANTIC,1,14,November 06 2015
21633,34,            37,        ,BLACK MAGIC,LITTLE MIX,SYCO MUSIC,1,17,November 06 2015
21634,35,            34,        ,INTOXICATED,MARTIN SOLVEIG & GTA,SPINNIN' DEEP,5,12,November 06 2015
21635,36,            33,        ,TRAP QUEEN,FETTY WAP,300 ENTERTAINMENT,8,31,November 06 2015
21636,37,            35,        ,PHOTOGRAPH,ED SHEERAN,ASYLUM,15,51,November 06 2015
21637,38,            38,        ,ARE YOU WITH ME,LOST FREQUENCIES,AATW,1,23,November 06 2015
21638,39,            39,        ,AIN'T NOBODY (LOVES ME BETTER),FELIX JAEHN FT J THOMPSON,POLYDOR,2,17,November 06 2015
21639,40,            45,        ,WHERE ARE U NOW,SKRILLEX & DIPLO/JUSTIN BIEBER,ATLANTIC,3,35,November 06 2015
21640,41,            New,        ,I'LL SHOW YOU,JUSTIN BIEBER,DEF JAM,41,1,November 06 2015
21641,42,            44,        ,WANT TO WANT ME,JASON DERULO,WARNER BROS,1,24,November 06 2015
21642,43,            32,        ,FIGHT SONG,RACHEL PLATTEN,RCA,1,13,November 06 2015
21643,44,            41,        ,CHEERLEADER (FELIX JAEHN REMIX),OMI,ULTRA RECORDS,1,44,November 06 2015
21644,45,            36,        ,DRAG ME DOWN,ONE DIRECTION,SYCO MUSIC,1,14,November 06 2015
21645,46,            New,        ,TAKE ME HOME,JESS GLYNNE,ATLANTIC,46,1,November 06 2015
21646,47,            New,        ,TOUCH,PIA MIA,INTERSCOPE,47,1,November 06 2015
21647,48,            55,        ,STITCHES,SHAWN MENDES,EMI,48,6,November 06 2015
21648,49,            New,        ,DUDE,LETHAL BIZZLE & STORMZY,STAY DENCH,49,1,November 06 2015
21649,50,            43,        ,LET IT GO,JAMES BAY,VIRGIN,10,36,November 06 2015
21650,51,            40,        ,WILDEST DREAMS,TAYLOR SWIFT,EMI,40,10,November 06 2015
21651,52,            64,        ,EYES SHUT,YEARS & YEARS,POLYDOR,45,7,November 06 2015
21652,53,            48,        ,UPTOWN FUNK,MARK RONSON FT BRUNO MARS,COLUMBIA,1,48,November 06 2015
21653,54,            49,        ,GOOD FOR YOU,SELENA GOMEZ FT ASAP ROCKY,INTERSCOPE,23,20,November 06 2015
21654,55,            46,        ,SHINE,YEARS & YEARS,POLYDOR,2,18,November 06 2015
21655,56,            42,        ,HERE FOR YOU,KYGO FT ELLA HENDERSON,EPIC,18,9,November 06 2015
21656,57,            50,        ,THINKING OUT LOUD,ED SHEERAN,ASYLUM,1,72,November 06 2015
21657,58,            53,        ,WAITING FOR LOVE,AVICII,POSITIVA/PRMD,6,23,November 06 2015
21658,59,            47,        ,COOL FOR THE SUMMER,DEMI LOVATO,HOLLYWOOD,7,10,November 06 2015
21659,60,            85,        ,IN2,WSTRN,ATLANTIC,60,2,November 06 2015
21660,61,            Re,        ,THRILLER,MICHAEL JACKSON,EPIC,10,52,November 06 2015
21661,62,            51,        ,OMEN,DISCLOSURE FT SAM SMITH,ISLAND,13,15,November 06 2015
21662,63,            New,        ,BANG MY HEAD,DAVID GUETTA FT SIA,PARLOPHONE,63,1,November 06 2015
21663,64,            54,        ,SEE YOU AGAIN,WIZ KHALIFA FT CHARLIE PUTH,ATLANTIC,1,31,November 06 2015
21664,65,            52,        ,TALK TO ME,NICK BREWER FT BIBI BOURELLY,ISLAND,19,6,November 06 2015
21665,66,            59,        ,FREAK OF THE WEEK,KREPT & KONAN FT JEREMIH,VIRGIN,9,19,November 06 2015
21666,67,            62,        ,SHOW ME LOVE,SAM FELDT FT KIMBERLY ANNE,POLYDOR,4,17,November 06 2015
21667,68,            81,        ,SUGAR,ROBIN SCHULZ FT YATES,TONSPIEL,68,4,November 06 2015
21668,69,            65,        ,TAKE ME TO CHURCH,HOZIER,RUBY WORKS,2,64,November 06 2015
21669,70,            60,        ,WATCH ME (WHIP/NAE NAE),SILENTO,CAPITOL,19,16,November 06 2015
21670,71,            61,        ,HOLD BACK THE RIVER,JAMES BAY,VIRGIN,2,50,November 06 2015
21671,72,            New,        ,GROWN,LITTLE MIX,SYCO MUSIC,72,1,November 06 2015
21672,73,            63,        ,GLITTERBALL,SIGMA FT ELLA HENDERSON,3 BEAT,4,15,November 06 2015
21673,74,            68,        ,SHUT UP,STORMZY,STORMZY,59,8,November 06 2015
21674,75,            77,        ,KING,YEARS & YEARS,POLYDOR,1,36,November 06 2015
21675,76,            66,        ,HOLD MY HAND,JESS GLYNNE,EAST WEST,1,33,November 06 2015
21676,77,            58,        ,STOLE THE SHOW,KYGO FT PARSON JAMES,EPIC,24,33,November 06 2015
21677,78,            82,        ,RUNAWAY (U & I),GALANTIS,BIG BEAT,4,26,November 06 2015
21678,79,            79,        ,LOVE ME LIKE YOU DO,ELLIE GOULDING,POLYDOR,1,40,November 06 2015
21679,80,            67,        ,OCEAN DRIVE,DUKE DUMONT,EMI,42,12,November 06 2015
21680,81,            New,        ,ARMY,ELLIE GOULDING,POLYDOR,81,1,November 06 2015
21681,82,            70,        ,NOT LETTING GO,TINIE TEMPAH FT JESS GLYNNE,PARLOPHONE,1,20,November 06 2015
21682,83,            76,        ,JUMPMAN,DRAKE & FUTURE,CASH MONEY/REPUBLIC RECORDS,76,6,November 06 2015
21683,84,            72,        ,BODY ON ME,RITA ORA FT CHRIS BROWN,COLUMBIA/ROC NATION,22,13,November 06 2015
21684,85,            80,        ,HOUSE EVERY WEEKEND,DAVID ZOWIE,POSITIVA,1,21,November 06 2015
21685,86,            69,        ,WINGS,BIRDY,14TH FLOOR/ATLANTIC,8,23,November 06 2015
21686,87,            New,        ,SAME OLD LOVE,SELENA GOMEZ,HOLLYWOOD,87,1,November 06 2015
21687,88,            56,        ,LEVELS,NICK JONAS,ISLAND,46,6,November 06 2015
21688,89,            Re,        ,GHOSTBUSTERS,RAY PARKER JR,ARISTA,2,40,November 06 2015
21689,90,            75,        ,LOVE ME,1975,DIRTY HIT/POLYDOR,20,4,November 06 2015
21690,91,            74,        ,SOMEONE LIKE YOU,ADELE,XL RECORDINGS,1,77,November 06 2015
21691,92,            New,        ,SAY NADA,SHAKKA FT JME,PITCHED UP,92,1,November 06 2015
21692,93,            78,        ,I DON'T LIKE IT I LOVE IT,FLO RIDA FT THICKE & WHITE,ATLANTIC,7,20,November 06 2015
21693,94,            86,        ,BLOODSTREAM,ED SHEERAN,ASYLUM,2,44,November 06 2015
21694,95,            89,        ,SUGAR,MAROON 5,INTERSCOPE,7,42,November 06 2015
21695,96,            Re,        ,MONSTER MASH,BOBBY BORIS PICKETT,THEMONSTERMASH.COM,60,7,November 06 2015
21696,97,            90,        ,CHANDELIER,SIA,MONKEY PUZZLE/RCA,6,71,November 06 2015
21697,98,            93,        ,CONFIDENT,DEMI LOVATO,HOLLYWOOD,65,4,November 06 2015
21698,99,            87,        ,MY HOUSE,FLO RIDA,ATLANTIC,74,3,November 06 2015
21699,100,            73,        ,AROUND THE WORLD,NATALIE LA ROSE FT FETTY WAP,REPUBLIC RECORDS,14,5,November 06 2015
21700,1,            New,        ,HELLO,ADELE,XL RECORDINGS,1,1,October 30 2015
21701,2,            New,        ,SORRY,JUSTIN BIEBER,DEF JAM,2,1,October 30 2015
21702,3,            4,        ,HOTLINE BLING,DRAKE,CASH MONEY/REPUBLIC RECORDS,3,11,October 30 2015
21703,4,            11,        ,WRITING'S ON THE WALL,SAM SMITH,CAPITOL,1,5,October 30 2015
21704,5,            3,        ,THE HILLS,WEEKND,REPUBLIC RECORDS/XO,3,23,October 30 2015
21705,6,            1,        ,TURN THE MUSIC LOUDER (RUMBLE),KDA FT TINIE TEMPAH & KATY B,MINISTRY OF SOUND,1,2,October 30 2015
21706,7,            5,        ,WHAT DO YOU MEAN,JUSTIN BIEBER,DEF JAM,1,9,October 30 2015
21707,8,            6,        ,RUNNIN' (LOSE IT ALL),NAUGHTY BOY/BEYONCE/A BENJAMIN,VIRGIN,4,6,October 30 2015
21708,9,            2,        ,PERFECT,ONE DIRECTION,SYCO MUSIC,2,2,October 30 2015
21709,10,            7,        ,WASN'T EXPECTING THAT,JAMIE LAWSON,GINGERBREAD MAN,6,5,October 30 2015
21710,11,            15,        ,NEVER FORGET YOU,MNEK & ZARA LARSSON,VIRGIN,11,7,October 30 2015
21711,12,            9,        ,LOCKED AWAY,R CITY FT ADAM LEVINE,KEMOSABE/RCA,2,9,October 30 2015
21712,13,            13,        ,LAY IT ALL ON ME,RUDIMENTAL FT ED SHEERAN,ASYLUM/MAJOR TOM'S,13,5,October 30 2015
21713,14,            16,        ,DOWNTOWN,MACKLEMORE/LEWIS/NALLY/MEL,MACKLEMORE,11,9,October 30 2015
21714,15,            8,        ,BE RIGHT THERE,SLEEPY TOM & DIPLO,MAD DECENT,8,3,October 30 2015
21715,16,            10,        ,ON MY MIND,ELLIE GOULDING,POLYDOR,5,6,October 30 2015
21716,17,            14,        ,HOW DEEP IS YOUR LOVE,CALVIN HARRIS & DISCIPLES,COLUMBIA,2,15,October 30 2015
21717,18,            12,        ,DO IT AGAIN,PIA MIA FT CHRIS BROWN & TYGA,INTERSCOPE,8,12,October 30 2015
21718,19,            17,        ,CAN'T FEEL MY FACE,WEEKND,UNIVERSAL,3,21,October 30 2015
21719,20,            20,        ,KISS ME,OLLY MURS,EPIC,16,3,October 30 2015
21720,21,            22,        ,679,FETTY WAP FT MONTY,300 ENTERTAINMENT,21,16,October 30 2015
21721,22,            18,        ,EASY LOVE,SIGALA,MINISTRY OF SOUND,1,9,October 30 2015
21722,23,            19,        ,ALONE NO MORE,PHILIP GEORGE & ANTON POWERS,3 BEAT,4,4,October 30 2015
21723,24,            23,        ,DON'T BE SO HARD ON YOURSELF,JESS GLYNNE,ATLANTIC,1,12,October 30 2015
21724,25,            25,        ,PEANUT BUTTER JELLY,GALANTIS,ATLANTIC,8,15,October 30 2015
21725,26,            21,        ,SECOND HAND HEART,BEN HAENOW FT KELLY CLARKSON,SYCO MUSIC,21,2,October 30 2015
21726,27,            24,        ,MARVIN GAYE,CHARLIE PUTH FT MEGHAN TRAINOR,ATLANTIC,1,13,October 30 2015
21727,28,            32,        ,LOVE ME LIKE YOU,LITTLE MIX,SYCO MUSIC,21,5,October 30 2015
21728,29,            26,        ,SHUT UP & DANCE,WALK THE MOON,RCA,4,22,October 30 2015
21729,30,            31,        ,FIRESTONE,KYGO FT CONRAD SEWELL,EPIC,8,43,October 30 2015
21730,31,            28,        ,LEAN ON,MAJOR LAZER FT MO & DJ SNAKE,BECAUSE MUSIC,2,35,October 30 2015
21731,32,            27,        ,FIGHT SONG,RACHEL PLATTEN,RCA,1,12,October 30 2015
21732,33,            29,        ,TRAP QUEEN,FETTY WAP,300 ENTERTAINMENT,8,30,October 30 2015
21733,34,            30,        ,INTOXICATED,MARTIN SOLVEIG & GTA,SPINNIN' DEEP,5,11,October 30 2015
21734,35,            35,        ,PHOTOGRAPH,ED SHEERAN,ASYLUM,15,50,October 30 2015
21735,36,            37,        ,DRAG ME DOWN,ONE DIRECTION,SYCO MUSIC,1,13,October 30 2015
21736,37,            36,        ,BLACK MAGIC,LITTLE MIX,SYCO MUSIC,1,16,October 30 2015
21737,38,            34,        ,ARE YOU WITH ME,LOST FREQUENCIES,AATW,1,22,October 30 2015
21738,39,            33,        ,AIN'T NOBODY (LOVES ME BETTER),FELIX JAEHN FT J THOMPSON,POLYDOR,2,16,October 30 2015
21739,40,            40,        ,WILDEST DREAMS,TAYLOR SWIFT,EMI,40,9,October 30 2015
21740,41,            38,        ,CHEERLEADER (FELIX JAEHN REMIX),OMI,ULTRA RECORDS,1,43,October 30 2015
21741,42,            47,        ,HERE FOR YOU,KYGO FT ELLA HENDERSON,EPIC,18,8,October 30 2015
21742,43,            42,        ,LET IT GO,JAMES BAY,VIRGIN,10,35,October 30 2015
21743,44,            41,        ,WANT TO WANT ME,JASON DERULO,WARNER BROS,1,23,October 30 2015
21744,45,            43,        ,WHERE ARE U NOW,SKRILLEX & DIPLO/JUSTIN BIEBER,ATLANTIC,3,34,October 30 2015
21745,46,            44,        ,SHINE,YEARS & YEARS,POLYDOR,2,17,October 30 2015
21746,47,            39,        ,COOL FOR THE SUMMER,DEMI LOVATO,HOLLYWOOD,7,9,October 30 2015
21747,48,            49,        ,UPTOWN FUNK,MARK RONSON FT BRUNO MARS,COLUMBIA,1,47,October 30 2015
21748,49,            45,        ,GOOD FOR YOU,SELENA GOMEZ FT ASAP ROCKY,INTERSCOPE,23,19,October 30 2015
21749,50,            55,        ,THINKING OUT LOUD,ED SHEERAN,ASYLUM,1,71,October 30 2015
21750,51,            48,        ,OMEN,DISCLOSURE FT SAM SMITH,ISLAND,13,14,October 30 2015
21751,52,            46,        ,TALK TO ME,NICK BREWER FT BIBI BOURELLY,ISLAND,19,5,October 30 2015
21752,53,            54,        ,WAITING FOR LOVE,AVICII,POSITIVA/PRMD,6,22,October 30 2015
21753,54,            57,        ,SEE YOU AGAIN,WIZ KHALIFA FT CHARLIE PUTH,ATLANTIC,1,30,October 30 2015
